DAY,ITEM_ID,ITEM_NAME,SHIP_DATE,EXPIRY_DATE,QUANTITY,WEIGHT,PRICE,SHELL_LIFE,DAYS_TO_EXPIRY,LAG_1,LAG_2,ROLLING_MEAN,ROLLING_SD
25,137,ThumsUp Bottle,2024/07/23,2025/10/25,921,250 ml,20.00,62.00,397,958,985,1051,68.6610030026749
26,137,ThumsUp Bottle,2024/07/23,2025/10/25,900,250 ml,20.00,62.00,397,921,958,1019.42857142857,70.6254372089291
27,137,ThumsUp Bottle,2024/07/23,2025/10/25,875,250 ml,20.00,62.00,397,900,921,988.714285714286,68.8639099618813
28,137,ThumsUp Bottle,2024/07/23,2025/10/25,851,250 ml,20.00,62.00,397,875,900,958.142857142857,64.2713740619378
29,137,ThumsUp Bottle,2024/07/23,2025/10/25,840,250 ml,20.00,62.00,397,851,875,929,59.0734006695625
30,137,ThumsUp Bottle,2024/07/23,2025/10/25,817,250 ml,20.00,62.00,397,840,851,904.285714285714,54.0484791204905
31,137,ThumsUp Bottle,2024/07/23,2025/10/25,792,250 ml,20.00,62.00,397,817,840,880.285714285714,49.3278632746047
32,137,ThumsUp Bottle,2024/07/23,2025/10/25,761,250 ml,20.00,62.00,397,792,817,856.571428571429,45.4930659289858
33,137,ThumsUp Bottle,2024/07/23,2025/10/25,734,250 ml,20.00,62.00,397,761,792,833.714285714286,47.8599146318861
34,137,ThumsUp Bottle,2024/07/23,2025/10/25,701,250 ml,20.00,62.00,397,734,761,810,50.5898540552682
35,137,ThumsUp Bottle,2024/07/23,2025/10/25,681,250 ml,20.00,62.00,397,701,734,785.142857142857,55.8074922432122
36,137,ThumsUp Bottle,2024/07/23,2025/10/25,652,250 ml,20.00,62.00,397,681,701,760.857142857143,59.2548973262367
37,137,ThumsUp Bottle,2024/07/23,2025/10/25,623,250 ml,20.00,62.00,397,652,681,734,60.0055552983777
38,137,ThumsUp Bottle,2024/07/23,2025/10/25,595,250 ml,20.00,62.00,397,623,652,706.285714285714,60.0824829871799
39,137,ThumsUp Bottle,2024/07/23,2025/10/25,568,250 ml,20.00,62.00,397,595,623,678.142857142857,59.3757205470063
40,137,ThumsUp Bottle,2024/07/23,2025/10/25,534,250 ml,20.00,62.00,397,568,595,650.571428571429,59.2982774984714
41,137,ThumsUp Bottle,2024/07/23,2025/10/25,513,250 ml,20.00,62.00,397,534,568,622,60.5695192870694
42,137,ThumsUp Bottle,2024/07/23,2025/10/25,498,250 ml,20.00,62.00,397,513,534,595.142857142857,61.3770548099439
43,137,ThumsUp Bottle,2024/07/23,2025/10/25,471,250 ml,20.00,62.00,397,498,513,569,57.567351858497
44,137,ThumsUp Bottle,2024/07/23,2025/10/25,442,250 ml,20.00,62.00,397,471,498,543.142857142857,54.6486613786302
45,137,ThumsUp Bottle,2024/07/23,2025/10/25,418,250 ml,20.00,62.00,397,442,471,517.285714285714,53.3720097857616
46,137,ThumsUp Bottle,2024/07/23,2025/10/25,394,250 ml,20.00,62.00,397,418,442,492,52.3354564325181
47,137,ThumsUp Bottle,2024/07/23,2025/10/25,368,250 ml,20.00,62.00,397,394,418,467.142857142857,51.5377808713458
48,137,ThumsUp Bottle,2024/07/23,2025/10/25,351,250 ml,20.00,62.00,397,368,394,443.428571428571,53.789271367864
49,137,ThumsUp Bottle,2024/07/23,2025/10/25,332,250 ml,20.00,62.00,397,351,368,420.285714285714,53.7175151004905
50,137,ThumsUp Bottle,2024/07/23,2025/10/25,305,250 ml,20.00,62.00,397,332,351,396.571428571429,50.2190440067549
51,137,ThumsUp Bottle,2024/07/23,2025/10/25,281,250 ml,20.00,62.00,397,305,332,372.857142857143,48.3750230712385
52,137,ThumsUp Bottle,2024/07/23,2025/10/25,259,250 ml,20.00,62.00,397,281,305,349.857142857143,48.2957160675374
53,137,ThumsUp Bottle,2024/07/23,2025/10/25,232,250 ml,20.00,62.00,397,259,281,327.142857142857,48.2957160675374
54,137,ThumsUp Bottle,2024/07/23,2025/10/25,210,250 ml,20.00,62.00,397,232,259,304,49.7125068099903
55,137,ThumsUp Bottle,2024/07/23,2025/10/25,189,250 ml,20.00,62.00,397,210,232,281.428571428571,51.6425442920116
56,137,ThumsUp Bottle,2024/07/23,2025/10/25,150,250 ml,20.00,62.00,397,189,210,258.285714285714,51.5678009540653
57,137,ThumsUp Bottle,2024/07/23,2025/10/25,127,250 ml,20.00,62.00,397,150,189,232.285714285714,54.0299740443959
58,137,ThumsUp Bottle,2024/07/23,2025/10/25,104,250 ml,20.00,62.00,397,127,150,206.857142857143,55.9566158478411
59,137,ThumsUp Bottle,2024/07/23,2025/10/25,82,250 ml,20.00,62.00,397,104,127,181.571428571429,56.8531944070491
60,137,ThumsUp Bottle,2024/07/23,2025/10/25,64,250 ml,20.00,62.00,397,82,104,NA,NA
1,138,XXX Detergent Soap,2024/07/23,NA,800,3 Pieces,87.00,62.00,NA,NA,NA,NA,NA
2,138,XXX Detergent Soap,2024/07/23,NA,790,3 Pieces,87.00,62.00,NA,800,NA,NA,NA
3,138,XXX Detergent Soap,2024/07/23,NA,780,3 Pieces,87.00,62.00,NA,790,800,NA,NA
4,138,XXX Detergent Soap,2024/07/23,NA,775,3 Pieces,87.00,62.00,NA,780,790,NA,NA
5,138,XXX Detergent Soap,2024/07/23,NA,762,3 Pieces,87.00,62.00,NA,775,780,NA,NA
6,138,XXX Detergent Soap,2024/07/23,NA,754,3 Pieces,87.00,62.00,NA,762,775,NA,NA
7,138,XXX Detergent Soap,2024/07/23,NA,739,3 Pieces,87.00,62.00,NA,754,762,675,269.878367664645
8,138,XXX Detergent Soap,2024/07/23,NA,725,3 Pieces,87.00,62.00,NA,739,754,771.428571428571,21.1806290657064
9,138,XXX Detergent Soap,2024/07/23,NA,711,3 Pieces,87.00,62.00,NA,725,739,760.714285714286,23.1927739156997
10,138,XXX Detergent Soap,2024/07/23,NA,699,3 Pieces,87.00,62.00,NA,711,725,749.428571428571,25.6570792235927
11,138,XXX Detergent Soap,2024/07/23,NA,684,3 Pieces,87.00,62.00,NA,699,711,737.857142857143,27.7514478386778
12,138,XXX Detergent Soap,2024/07/23,NA,672,3 Pieces,87.00,62.00,NA,684,699,724.857142857143,28.7484989256168
13,138,XXX Detergent Soap,2024/07/23,NA,661,3 Pieces,87.00,62.00,NA,672,684,712,29.484459183328
14,138,XXX Detergent Soap,2024/07/23,NA,650,3 Pieces,87.00,62.00,NA,661,672,698.714285714286,28.3355741410821
15,138,XXX Detergent Soap,2024/07/23,NA,642,3 Pieces,87.00,62.00,NA,650,661,686,27.1906846793775
16,138,XXX Detergent Soap,2024/07/23,NA,635,3 Pieces,87.00,62.00,NA,642,650,674.142857142857,25.3865356139074
17,138,XXX Detergent Soap,2024/07/23,NA,625,3 Pieces,87.00,62.00,NA,635,642,663.285714285714,23.1496168846217
18,138,XXX Detergent Soap,2024/07/23,NA,618,3 Pieces,87.00,62.00,NA,625,635,652.714285714286,20.9102390048056
19,138,XXX Detergent Soap,2024/07/23,NA,611,3 Pieces,87.00,62.00,NA,618,625,643.285714285714,19.2675399373686
20,138,XXX Detergent Soap,2024/07/23,NA,600,3 Pieces,87.00,62.00,NA,611,618,634.571428571429,17.8592379723319
21,138,XXX Detergent Soap,2024/07/23,NA,593,3 Pieces,87.00,62.00,NA,600,611,625.857142857143,17.6958429339452
22,138,XXX Detergent Soap,2024/07/23,NA,582,3 Pieces,87.00,62.00,NA,593,600,617.714285714286,17.8485693704405
23,138,XXX Detergent Soap,2024/07/23,NA,574,3 Pieces,87.00,62.00,NA,582,593,609.142857142857,18.6317701022436
24,138,XXX Detergent Soap,2024/07/23,NA,565,3 Pieces,87.00,62.00,NA,574,582,600.428571428571,18.7870269322312
25,138,XXX Detergent Soap,2024/07/23,NA,559,3 Pieces,87.00,62.00,NA,565,574,591.857142857143,19.385807277736
26,138,XXX Detergent Soap,2024/07/23,NA,551,3 Pieces,87.00,62.00,NA,559,565,583.428571428571,18.9460386612184
27,138,XXX Detergent Soap,2024/07/23,NA,542,3 Pieces,87.00,62.00,NA,551,559,574.857142857143,17.939050248258
28,138,XXX Detergent Soap,2024/07/23,NA,532,3 Pieces,87.00,62.00,NA,542,551,566.571428571429,17.7844233610684
29,138,XXX Detergent Soap,2024/07/23,NA,522,3 Pieces,87.00,62.00,NA,532,542,557.857142857143,17.6203345733329
30,138,XXX Detergent Soap,2024/07/23,NA,515,3 Pieces,87.00,62.00,NA,522,532,549.285714285714,18.4906668864258
31,138,XXX Detergent Soap,2024/07/23,NA,511,3 Pieces,87.00,62.00,NA,515,522,540.857142857143,18.792095602749
32,138,XXX Detergent Soap,2024/07/23,NA,504,3 Pieces,87.00,62.00,NA,511,515,533.142857142857,18.3069073615086
33,138,XXX Detergent Soap,2024/07/23,NA,496,3 Pieces,87.00,62.00,NA,504,511,525.285714285714,17.1241961924668
34,138,XXX Detergent Soap,2024/07/23,NA,488,3 Pieces,87.00,62.00,NA,496,504,517.428571428571,15.9358834380897
35,138,XXX Detergent Soap,2024/07/23,NA,482,3 Pieces,87.00,62.00,NA,488,496,509.714285714286,15.1075509344862
36,138,XXX Detergent Soap,2024/07/23,NA,475,3 Pieces,87.00,62.00,NA,482,488,502.571428571429,14.627111162235
37,138,XXX Detergent Soap,2024/07/23,NA,469,3 Pieces,87.00,62.00,NA,475,482,495.857142857143,15.0047611491439
38,138,XXX Detergent Soap,2024/07/23,NA,466,3 Pieces,87.00,62.00,NA,469,475,489.285714285714,15.2939452694444
39,138,XXX Detergent Soap,2024/07/23,NA,460,3 Pieces,87.00,62.00,NA,466,469,482.857142857143,14.0526221921814
40,138,XXX Detergent Soap,2024/07/23,NA,452,3 Pieces,87.00,62.00,NA,460,466,476.571428571429,12.8043891284349
41,138,XXX Detergent Soap,2024/07/23,NA,444,3 Pieces,87.00,62.00,NA,452,460,470.285714285714,12.4728276093045
42,138,XXX Detergent Soap,2024/07/23,NA,432,3 Pieces,87.00,62.00,NA,444,452,464,13.1275791116768
43,138,XXX Detergent Soap,2024/07/23,NA,421,3 Pieces,87.00,62.00,NA,432,444,456.857142857143,15.1484715557772
44,138,XXX Detergent Soap,2024/07/23,NA,412,3 Pieces,87.00,62.00,NA,421,432,449.142857142857,17.8738969023599
45,138,XXX Detergent Soap,2024/07/23,NA,404,3 Pieces,87.00,62.00,NA,412,421,441,20.1577115103211
46,138,XXX Detergent Soap,2024/07/23,NA,397,3 Pieces,87.00,62.00,NA,404,412,432.142857142857,20.947780880311
47,138,XXX Detergent Soap,2024/07/23,NA,390,3 Pieces,87.00,62.00,NA,397,404,423.142857142857,20.5136423828028
48,138,XXX Detergent Soap,2024/07/23,NA,382,3 Pieces,87.00,62.00,NA,390,397,414.285714285714,19.327995979186
49,138,XXX Detergent Soap,2024/07/23,NA,374,3 Pieces,87.00,62.00,NA,382,390,405.428571428571,17.5675566775533
50,138,XXX Detergent Soap,2024/07/23,NA,366,3 Pieces,87.00,62.00,NA,374,382,397.142857142857,16.5974754247804
51,138,XXX Detergent Soap,2024/07/23,NA,359,3 Pieces,87.00,62.00,NA,366,374,389.285714285714,16.4389201360094
52,138,XXX Detergent Soap,2024/07/23,NA,351,3 Pieces,87.00,62.00,NA,359,366,381.714285714286,16.4389201360094
53,138,XXX Detergent Soap,2024/07/23,NA,344,3 Pieces,87.00,62.00,NA,351,359,374.142857142857,16.6676190204097
54,138,XXX Detergent Soap,2024/07/23,NA,333,3 Pieces,87.00,62.00,NA,344,351,366.571428571429,16.5917363252227
55,138,XXX Detergent Soap,2024/07/23,NA,327,3 Pieces,87.00,62.00,NA,333,344,358.428571428571,17.1547577740321
56,138,XXX Detergent Soap,2024/07/23,NA,318,3 Pieces,87.00,62.00,NA,327,333,350.571428571429,17.1547577740321
57,138,XXX Detergent Soap,2024/07/23,NA,310,3 Pieces,87.00,62.00,NA,318,327,342.571428571429,17.4628858139879
58,138,XXX Detergent Soap,2024/07/23,NA,304,3 Pieces,87.00,62.00,NA,310,318,334.571428571429,17.7656704804251
59,138,XXX Detergent Soap,2024/07/23,NA,297,3 Pieces,87.00,62.00,NA,304,310,326.714285714286,17.3177585704606
60,138,XXX Detergent Soap,2024/07/23,NA,291,3 Pieces,87.00,62.00,NA,297,304,NA,NA
1,139,Set of Combs,2024/07/23,NA,250,5 Pieces,150.00,62.00,NA,NA,NA,NA,NA
2,139,Set of Combs,2024/07/23,NA,248,5 Pieces,150.00,62.00,NA,250,NA,NA,NA
3,139,Set of Combs,2024/07/23,NA,248,5 Pieces,150.00,62.00,NA,248,250,NA,NA
4,139,Set of Combs,2024/07/23,NA,248,5 Pieces,150.00,62.00,NA,248,248,NA,NA
5,139,Set of Combs,2024/07/23,NA,245,5 Pieces,150.00,62.00,NA,248,248,NA,NA
6,139,Set of Combs,2024/07/23,NA,245,5 Pieces,150.00,62.00,NA,245,248,NA,NA
7,139,Set of Combs,2024/07/23,NA,245,5 Pieces,150.00,62.00,NA,245,245,253.571428571429,16.6017784474751
8,139,Set of Combs,2024/07/23,NA,245,5 Pieces,150.00,62.00,NA,245,245,247,2
9,139,Set of Combs,2024/07/23,NA,245,5 Pieces,150.00,62.00,NA,245,245,246.285714285714,1.60356745147455
10,139,Set of Combs,2024/07/23,NA,244,5 Pieces,150.00,62.00,NA,245,245,245.857142857143,1.4638501094228
11,139,Set of Combs,2024/07/23,NA,243,5 Pieces,150.00,62.00,NA,244,245,245.285714285714,1.25356634105602
12,139,Set of Combs,2024/07/23,NA,241,5 Pieces,150.00,62.00,NA,243,244,244.571428571429,0.786795792469443
13,139,Set of Combs,2024/07/23,NA,241,5 Pieces,150.00,62.00,NA,241,243,244,1.52752523165195
14,139,Set of Combs,2024/07/23,NA,241,5 Pieces,150.00,62.00,NA,241,241,243.428571428571,1.81265393434993
15,139,Set of Combs,2024/07/23,NA,240,5 Pieces,150.00,62.00,NA,241,241,242.857142857143,1.86445447147161
16,139,Set of Combs,2024/07/23,NA,240,5 Pieces,150.00,62.00,NA,240,241,242.142857142857,1.86445447147161
17,139,Set of Combs,2024/07/23,NA,239,5 Pieces,150.00,62.00,NA,240,240,241.428571428571,1.51185789203691
18,139,Set of Combs,2024/07/23,NA,239,5 Pieces,150.00,62.00,NA,239,240,240.714285714286,1.25356634105602
19,139,Set of Combs,2024/07/23,NA,239,5 Pieces,150.00,62.00,NA,239,239,240.142857142857,0.899735410842438
20,139,Set of Combs,2024/07/23,NA,239,5 Pieces,150.00,62.00,NA,239,239,239.857142857143,0.899735410842438
21,139,Set of Combs,2024/07/23,NA,239,5 Pieces,150.00,62.00,NA,239,239,239.571428571429,0.786795792469443
22,139,Set of Combs,2024/07/23,NA,238,5 Pieces,150.00,62.00,NA,239,239,239.285714285714,0.487950036474267
23,139,Set of Combs,2024/07/23,NA,235,5 Pieces,150.00,62.00,NA,238,239,239,0.577350269189626
24,139,Set of Combs,2024/07/23,NA,235,5 Pieces,150.00,62.00,NA,235,238,238.285714285714,1.49602648308619
25,139,Set of Combs,2024/07/23,NA,235,5 Pieces,150.00,62.00,NA,235,235,237.714285714286,1.88982236504614
26,139,Set of Combs,2024/07/23,NA,235,5 Pieces,150.00,62.00,NA,235,235,237.142857142857,2.03540097839643
27,139,Set of Combs,2024/07/23,NA,235,5 Pieces,150.00,62.00,NA,235,235,236.571428571429,1.98805959477601
28,139,Set of Combs,2024/07/23,NA,235,5 Pieces,150.00,62.00,NA,235,235,236,1.73205080756888
29,139,Set of Combs,2024/07/23,NA,231,5 Pieces,150.00,62.00,NA,235,235,235.428571428571,1.13389341902768
30,139,Set of Combs,2024/07/23,NA,231,5 Pieces,150.00,62.00,NA,231,235,234.428571428571,1.51185789203691
31,139,Set of Combs,2024/07/23,NA,231,5 Pieces,150.00,62.00,NA,231,231,233.857142857143,1.95180014589707
32,139,Set of Combs,2024/07/23,NA,231,5 Pieces,150.00,62.00,NA,231,231,233.285714285714,2.1380899352994
33,139,Set of Combs,2024/07/23,NA,230,5 Pieces,150.00,62.00,NA,231,231,232.714285714286,2.1380899352994
34,139,Set of Combs,2024/07/23,NA,230,5 Pieces,150.00,62.00,NA,230,231,232,2.08166599946613
35,139,Set of Combs,2024/07/23,NA,229,5 Pieces,150.00,62.00,NA,230,230,231.285714285714,1.70433620649269
36,139,Set of Combs,2024/07/23,NA,227,5 Pieces,150.00,62.00,NA,229,230,230.428571428571,0.786795792469443
37,139,Set of Combs,2024/07/23,NA,227,5 Pieces,150.00,62.00,NA,227,229,229.857142857143,1.4638501094228
38,139,Set of Combs,2024/07/23,NA,227,5 Pieces,150.00,62.00,NA,227,227,229.285714285714,1.70433620649269
39,139,Set of Combs,2024/07/23,NA,227,5 Pieces,150.00,62.00,NA,227,227,228.714285714286,1.70433620649269
40,139,Set of Combs,2024/07/23,NA,225,5 Pieces,150.00,62.00,NA,227,227,228.142857142857,1.4638501094228
41,139,Set of Combs,2024/07/23,NA,225,5 Pieces,150.00,62.00,NA,225,227,227.428571428571,1.61834718742537
42,139,Set of Combs,2024/07/23,NA,225,5 Pieces,150.00,62.00,NA,225,225,226.714285714286,1.38013111868471
43,139,Set of Combs,2024/07/23,NA,224,5 Pieces,150.00,62.00,NA,225,225,226.142857142857,1.0690449676497
44,139,Set of Combs,2024/07/23,NA,223,5 Pieces,150.00,62.00,NA,224,225,225.714285714286,1.25356634105602
45,139,Set of Combs,2024/07/23,NA,223,5 Pieces,150.00,62.00,NA,223,224,225.142857142857,1.4638501094228
46,139,Set of Combs,2024/07/23,NA,221,5 Pieces,150.00,62.00,NA,223,223,224.571428571429,1.39727626201154
47,139,Set of Combs,2024/07/23,NA,220,5 Pieces,150.00,62.00,NA,221,223,223.714285714286,1.49602648308619
48,139,Set of Combs,2024/07/23,NA,220,5 Pieces,150.00,62.00,NA,220,221,223,1.91485421551268
49,139,Set of Combs,2024/07/23,NA,220,5 Pieces,150.00,62.00,NA,220,220,222.285714285714,1.97604704011871
50,139,Set of Combs,2024/07/23,NA,217,5 Pieces,150.00,62.00,NA,220,220,221.571428571429,1.71824938596845
51,139,Set of Combs,2024/07/23,NA,217,5 Pieces,150.00,62.00,NA,217,220,220.571428571429,2.07019667802706
52,139,Set of Combs,2024/07/23,NA,217,5 Pieces,150.00,62.00,NA,217,217,219.714285714286,2.1380899352994
53,139,Set of Combs,2024/07/23,NA,215,5 Pieces,150.00,62.00,NA,217,217,218.857142857143,1.77281052085584
54,139,Set of Combs,2024/07/23,NA,215,5 Pieces,150.00,62.00,NA,215,217,218,2
55,139,Set of Combs,2024/07/23,NA,214,5 Pieces,150.00,62.00,NA,215,215,217.285714285714,2.05866345916355
56,139,Set of Combs,2024/07/23,NA,214,5 Pieces,150.00,62.00,NA,214,215,216.428571428571,1.98805959477601
57,139,Set of Combs,2024/07/23,NA,212,5 Pieces,150.00,62.00,NA,214,214,215.571428571429,1.39727626201154
58,139,Set of Combs,2024/07/23,NA,212,5 Pieces,150.00,62.00,NA,212,214,214.857142857143,1.77281052085584
59,139,Set of Combs,2024/07/23,NA,211,5 Pieces,150.00,62.00,NA,212,212,214.142857142857,1.77281052085584
60,139,Set of Combs,2024/07/23,NA,211,5 Pieces,150.00,62.00,NA,211,212,NA,NA
1,140,Sprite Bottle,2024/07/23,2024/10/25,1500,250 ml ,20.00,62.00,32,NA,NA,NA,NA
2,140,Sprite Bottle,2024/07/23,2024/10/25,1474,250 ml ,20.00,62.00,32,1500,NA,NA,NA
3,140,Sprite Bottle,2024/07/23,2024/10/25,1442,250 ml ,20.00,62.00,32,1474,1500,NA,NA
4,140,Sprite Bottle,2024/07/23,2024/10/25,1413,250 ml ,20.00,62.00,32,1442,1474,NA,NA
5,140,Sprite Bottle,2024/07/23,2024/10/25,1387,250 ml ,20.00,62.00,32,1413,1442,NA,NA
6,140,Sprite Bottle,2024/07/23,2024/10/25,1358,250 ml ,20.00,62.00,32,1387,1413,NA,NA
7,140,Sprite Bottle,2024/07/23,2024/10/25,1331,250 ml ,20.00,62.00,32,1358,1387,1255,462.941320975636
8,140,Sprite Bottle,2024/07/23,2024/10/25,1309,250 ml ,20.00,62.00,32,1331,1358,1415,61.2753348964056
9,140,Sprite Bottle,2024/07/23,2024/10/25,1278,250 ml ,20.00,62.00,32,1309,1331,1387.71428571429,59.6202266732644
10,140,Sprite Bottle,2024/07/23,2024/10/25,1247,250 ml ,20.00,62.00,32,1278,1309,1359.71428571429,58.3544179581812
11,140,Sprite Bottle,2024/07/23,2024/10/25,1221,250 ml ,20.00,62.00,32,1247,1278,1331.85714285714,59.0661453271629
12,140,Sprite Bottle,2024/07/23,2024/10/25,1198,250 ml ,20.00,62.00,32,1221,1247,1304.42857142857,59.6820943076932
13,140,Sprite Bottle,2024/07/23,2024/10/25,1165,250 ml ,20.00,62.00,32,1198,1221,1277.42857142857,58.846855319145
14,140,Sprite Bottle,2024/07/23,2024/10/25,1132,250 ml ,20.00,62.00,32,1165,1198,1249.85714285714,60.0067456525475
15,140,Sprite Bottle,2024/07/23,2024/10/25,1107,250 ml ,20.00,62.00,32,1132,1165,1221.42857142857,62.2544701015039
16,140,Sprite Bottle,2024/07/23,2024/10/25,1087,250 ml ,20.00,62.00,32,1107,1132,1192.57142857143,61.7113094520422
17,140,Sprite Bottle,2024/07/23,2024/10/25,1054,250 ml ,20.00,62.00,32,1087,1107,1165.28571428571,59.8406614427411
18,140,Sprite Bottle,2024/07/23,2024/10/25,1022,250 ml ,20.00,62.00,32,1054,1087,1137.71428571429,60.3758072015447
19,140,Sprite Bottle,2024/07/23,2024/10/25,998,250 ml ,20.00,62.00,32,1022,1054,1109.28571428571,61.4646627087855
20,140,Sprite Bottle,2024/07/23,2024/10/25,964,250 ml ,20.00,62.00,32,998,1022,1080.71428571429,59.8155896226457
21,140,Sprite Bottle,2024/07/23,2024/10/25,937,250 ml ,20.00,62.00,32,964,998,1052,60.8468021619323
22,140,Sprite Bottle,2024/07/23,2024/10/25,914,250 ml ,20.00,62.00,32,937,964,1024.14285714286,62.7254030714526
23,140,Sprite Bottle,2024/07/23,2024/10/25,888,250 ml ,20.00,62.00,32,914,937,996.571428571429,62.6521006374544
24,140,Sprite Bottle,2024/07/23,2024/10/25,854,250 ml ,20.00,62.00,32,888,914,968.142857142857,59.8677113070381
25,140,Sprite Bottle,2024/07/23,2024/10/25,824,250 ml ,20.00,62.00,32,854,888,939.571428571429,59.7881179467881
26,140,Sprite Bottle,2024/07/23,2024/10/25,796,250 ml ,20.00,62.00,32,824,854,911.285714285714,61.1138671817188
27,140,Sprite Bottle,2024/07/23,2024/10/25,764,250 ml ,20.00,62.00,32,796,824,882.428571428571,61.035118696417
28,140,Sprite Bottle,2024/07/23,2024/10/25,731,250 ml ,20.00,62.00,32,764,796,853.857142857143,63.2572224372537
29,140,Sprite Bottle,2024/07/23,2024/10/25,703,250 ml ,20.00,62.00,32,731,764,824.428571428571,65.989537410252
30,140,Sprite Bottle,2024/07/23,2024/10/25,675,250 ml ,20.00,62.00,32,703,731,794.285714285714,66.4447496940485
31,140,Sprite Bottle,2024/07/23,2024/10/25,642,250 ml ,20.00,62.00,32,675,703,763.857142857143,65.1342935056195
32,140,Sprite Bottle,2024/07/23,2024/10/25,604,250 ml ,20.00,62.00,32,642,675,733.571428571429,65.5206256147817
33,140,Sprite Bottle,2024/07/23,2024/10/25,579,250 ml ,20.00,62.00,32,604,642,702.142857142857,67.6447301998428
34,140,Sprite Bottle,2024/07/23,2024/10/25,551,250 ml ,20.00,62.00,32,579,604,671.142857142857,67.1848905916317
35,140,Sprite Bottle,2024/07/23,2024/10/25,530,250 ml ,20.00,62.00,32,551,579,640.714285714286,66.3493639399663
36,140,Sprite Bottle,2024/07/23,2024/10/25,511,250 ml ,20.00,62.00,32,530,551,612,64.2235678444188
37,140,Sprite Bottle,2024/07/23,2024/10/25,497,250 ml ,20.00,62.00,32,511,530,584.571428571429,59.7239682284456
38,140,Sprite Bottle,2024/07/23,2024/10/25,475,250 ml ,20.00,62.00,32,497,511,559.142857142857,52.2284359693982
39,140,Sprite Bottle,2024/07/23,2024/10/25,449,250 ml ,20.00,62.00,32,475,497,535.285714285714,45.8210806133097
40,140,Sprite Bottle,2024/07/23,2024/10/25,421,250 ml ,20.00,62.00,32,449,475,513.142857142857,44.5137752889619
41,140,Sprite Bottle,2024/07/23,2024/10/25,403,250 ml ,20.00,62.00,32,421,449,490.571428571429,45.5991854563841
42,140,Sprite Bottle,2024/07/23,2024/10/25,389,250 ml ,20.00,62.00,32,403,421,469.428571428571,47.194127964035
43,140,Sprite Bottle,2024/07/23,2024/10/25,365,250 ml ,20.00,62.00,32,389,403,449.285714285714,47.1229395153934
44,140,Sprite Bottle,2024/07/23,2024/10/25,348,250 ml ,20.00,62.00,32,365,389,428.428571428571,47.5634914013439
45,140,Sprite Bottle,2024/07/23,2024/10/25,323,250 ml ,20.00,62.00,32,348,365,407.142857142857,45.0349070959723
46,140,Sprite Bottle,2024/07/23,2024/10/25,304,250 ml ,20.00,62.00,32,323,348,385.428571428571,43.4812493796929
47,140,Sprite Bottle,2024/07/23,2024/10/25,284,250 ml ,20.00,62.00,32,304,323,364.714285714286,42.6798714685439
48,140,Sprite Bottle,2024/07/23,2024/10/25,261,250 ml ,20.00,62.00,32,284,304,345.142857142857,43.9599384721611
49,140,Sprite Bottle,2024/07/23,2024/10/25,244,250 ml ,20.00,62.00,32,261,284,324.857142857143,45.5464179763479
50,140,Sprite Bottle,2024/07/23,2024/10/25,231,250 ml ,20.00,62.00,32,244,261,304.142857142857,44.4725704655074
